index,_id,platformType,tags,labPlans,mode,categoryId,seo,description,mobilePricing,videoURL,classTimings,batches,createdAt,img,courseMeta,instructorsDetails,pricing,courseInOneNeuron
Salesforce Administrator,625597ad57c66160507d3b9a,main,[],,self-paced,62cda09353f5fe09296b9b83,{'keywords': 'Salesforce Administrator'},"This hands-on Salesforce Administration course is for IT professionals and students interested in learning the fundamentals of Salesforce Administration duties. The goal of this course is to provide a foundation in Salesforce Administration activities. You will learn how to use CRM products, gain a foundational understanding of Sales Cloud, Service Cloud, and Customer Service, manage users, apply validations and formulas, provide object level security and field level security, manage workflows and data, build processes, create communities, and administer emails after completing this course.",,,,[],2022-04-12T15:15:59.316Z,625597ad57c66160507d3b9a.jpg,"[{'instructors': [], 'overview': {'learn': ['Cloud Computing And Types', 'Salesforce And It’s Products', 'Sales Cloud-Generic Business Process', 'Relationships In Salesforce'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]",[],"{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Full Stack Data Science Bootcamp,6248124a006e09832559f938,main,['live'],[],self-paced,62cd959d53f5fe14766b9ae5,"{'keywords': 'Full Stack Data Science Bootcamp, Full Stack data science certification course, Data Science Training, Data Science Course '}","Full-stack data science course is a live mentor-led job guaranteed certification program with a full-time one-year internship provided by I Neuron, in this course, you will learn the entire stack required to work in the data science, data analytics, and big data domain, including machine learning, deep learning, computer vision NLP and Big data including MLOps and cloud infrastructure, along with real-time industry projects and product development with the I Neuron product development team, which will enable you to contribute on various levels. This course is designed to provide students with a comprehensive understanding of data analytics and how to use data to drive business decisions. Students will learn the skills necessary to collect, process, analyze, and communicate data effectively throughout the course.
Students will be introduced to the fundamentals of data analytics, including data cleaning, exploration, and visualization. They will also learn about probability and statistics, and how to apply statistical concepts to analyze data. In the course, students will learn about data modeling and how to use predictive modeling techniques to forecast future trends. They will learn about regression, time-series analysis, and other statistical techniques used for data modeling. By the end of this course, students will have a strong foundation in data analytics and will be equipped with the skills and knowledge needed to work with data in a wide range of industries. They will also have a portfolio of projects to showcase their skills to potential employers.","{'IN': 17900, 'US': 199.99, 'isFree': False}",https://player.vimeo.com/video/697521042?h=9364ab4104,"{'doubtClearing': '08:00 PM to 10:00 PM (IST) Wednesday & Thursday', 'startDate': '7th May 2022', 'timings': '03:00 PM to 05:00 PM (IST) Saturday - Sunday'}",,2022-04-02T09:07:33.800Z,6248124a006e09832559f938.jpg,"[{'instructors': ['6187a900f07f73543ccb695c', '618929e26e59b248b8c04aa6', '619370a59db36f163876b413'], 'overview': {'learn': ['Python', 'Stats', 'Machine learning', 'Deep learning', 'Computer vision', 'Natural language processing', 'Data analytics', 'Big data', 'Ml ops', 'Cloud', 'Architecture', 'Domain wise project', 'Databases', 'Negotiations skills', 'Mock interview', 'Interview preparation', 'Resume building after every module', 'Industry grade projects'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Full stack Data Science master’s certification', 'Job guarantee otherwise refund', 'One year of internship Anytime', '1:1 Personalized Mentorship', 'Revision Classes', 'Online Instructor-led learning: Live teaching by instructors', '56 + hands-on industry real-time projects.', '500 hours live interactive classes.', 'Every week doubt clearing session after the live classes.', 'Lifetime Dashboard access', 'Doubt clearing one to one', 'Doubt clearing through mail and skype support team', 'Assignment in all the module', 'Quiz in every module', 'A live project with real-time implementation', 'Resume building Anytime', 'Career guidance Anytime', 'Interview Preparation Anytime', 'Regular assessment', 'Job Fair and Internal Hiring', 'Mock Interview Anytime'], 'language': 'English'}}]","[{'_id': '6187a900f07f73543ccb695c', 'name': 'Sunny Bhaveen Chandra', 'social': {'linkedin': 'https://www.linkedin.com/in/c17hawke/', 'youtube': 'https://www.youtube.com/c/c17hawke'}, 'description': 'Sr. Data Scientist and lecturer at iNeuron.ai with working experience in computer vision, natural language processing and embedded systems. Hands-on experience leveraging machine learning, deep learning, transfer learning models to solve challenging business problems. Also, he has a vast interest in Robotics.', 'img': {'source': 'bucket', 'link': 'Sunny iNeuron.png'}}, {'_id': '618929e26e59b248b8c04aa6', 'name': 'krish naik', 'social': {'linkedin': 'https://www.linkedin.com/in/naikkrish/', 'instagram': 'https://www.instagram.com/krishnaik06', 'facebook': 'https://www.facebook.com/krishnaik06', 'youtube': 'https://www.youtube.com/user/krishnaik06', 'github': 'https://github.com/krishnaik06'}, 'img': {'source': 'bucket', 'link': 'Krish naik.png'}, 'description': 'Having 10+ years of experience in Data Science and Analytics with product architecture design and delivery. Worked in various product and service based Company. Having an experience of 5+ years in educating people and helping them to make a career transition.'}, {'_id': '619370a59db36f163876b413', 'name': 'Sudhanshu Kumar', 'social': {'linkedin': 'https://www.linkedin.com/in/-sudhanshu-kumar/', 'youtube': 'https://www.youtube.com/c/sudhanshukumarall'}, 'img': {'source': 'bucket', 'link': 'Sudhanshu Kumar.png'}, 'description': 'Having 8+ years of experience in Big data, Data Science and Analytics with product architecture design and delivery. Worked in various product and service based Company. Having an experience of 5+ years in educating people and helping them to make a career transition.'}]","{'IN': 17700, 'US': 240, 'isFree': False}",
AWS Data Engineering,62457bcd6edfd558ea9e8437,main,[],,self-paced,62cd972b53f5fe3f986b9aff,{'keywords': 'AWS Data Engineering'},"Welcome to AWS Data Engineering. If you’re new to the cloud, whether you’re in a technical or non-technical role such as finance, legal, sales, and marketing, this course will provide an understanding of fundamental AWS Cloud concepts to help you gain confidence to contribute to your organization’s cloud initiatives. This course is also the starting point to prepare for your AWS Certified Cloud Practitioner certification whenever it’s convenient for you.",,,,[],2022-03-31T10:00:47.336Z,62457bcd6edfd558ea9e8437.jpg,"[{'instructors': [], 'overview': {'learn': ['What is EMR', 'EBS Hands On', 'VPC, Subnet, Internet Gateway & NAT Gateways'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]",[],"{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Big Data Foundations,623f10d961b4599ca7cada92,main,[],,self-paced,62cd971353f5fe38df6b9afd,{'keywords': 'Big Data Live Class'},Data is an essential part of any organization. Every organization generates a massive amount of real-time or batch data. This is where Big data plays a vital role irrespective of domain and industry. This complete course is designed to fulfill such requirements so that we will be able to work with a humongous amount of data. You will be able to create your Big Data Engine in your organization by implementing various big data stacks used across the industry.,,,,[],2022-03-26T13:10:49.753Z,623f10d961b4599ca7cada92.jpg,"[{'instructors': ['619370a59db36f163876b413'], 'overview': {'learn': ['Big Data Engine Creation', 'Streaming and Batch Processing of Data', 'Various SQL Databases', 'Various NOSQL Databases', 'Real-Time Implementation', 'Spark', 'Hive', 'Talend', 'Informatica', 'Hadoop Distributions', 'Deployment', 'DataBricks Implementation'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '619370a59db36f163876b413', 'name': 'Sudhanshu Kumar', 'social': {'linkedin': 'https://www.linkedin.com/in/-sudhanshu-kumar/', 'youtube': 'https://www.youtube.com/c/sudhanshukumarall'}, 'img': {'source': 'bucket', 'link': 'Sudhanshu Kumar.png'}, 'description': 'Having 8+ years of experience in Big data, Data Science and Analytics with product architecture design and delivery. Worked in various product and service based Company. Having an experience of 5+ years in educating people and helping them to make a career transition.'}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Reasoning Live Class,623df2c251d1580e20de56f1,main,[],[],self-paced,62cda27653f5feef846b9b9f,{'keywords': 'Reasoning Live Class'},"This Course will help you to develop important skills you use during all kinds of daily situations. It will help you make important decisions, apprehend the truth, and solve problems. Logical reasoning is also used to measure intelligence during an IQ test. Since reasoning abilities affect how people perceive, analyse, and accept arguments and facts, it has a significant effect on one's ability to learn from new information and experiences. Reasoning qualities are also essential for developing and maintaining opinions and beliefs that are compatible with and supported by various knowledge.","{'IN': 7500, 'US': 84.99, 'isFree': False}",,{},[],2022-03-25T16:50:10.621Z,623df2c251d1580e20de56f1.jpg,"[{'instructors': [], 'overview': {'learn': ['Alphabet Test', 'Analogy', 'Arithmetical Reasoning', 'Blood Relations', 'Calendar and Clock Test', 'Classification', 'Coding-Decoding', 'Cubes and Dices Test', 'Data Sufficiency', 'Images', 'Mathematical Operations', 'Non-Verbal Series', 'Number-Ranking-Time Sequence', 'Puzzle Test', 'Series Completion', 'Statements', 'Syllogism', 'Verbal Reasoning'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]",[],"{'IN': 7080, 'US': 99, 'isFree': False}",
Spark AR Live Class,623df01851d15892d2de567a,main,[],[],self-paced,62cda04d53f5fed7516b9b7f,{'keywords': 'Spark AR Live Class'},"This course will get your journey started with Augmented Reality. In this course, you will learn the fundamentals of augmented reality with Spark AR. After successful completion of this, you will be able to create and deploy amazing AR effects on social media platforms like Instagram and Facebook.","{'IN': 7500, 'US': 84.99, 'isFree': False}",,{},[],2022-03-25T16:38:48.943Z,623df01851d15892d2de567a.jpg,"[{'instructors': ['62221277760e3e01fdf81a69'], 'overview': {'learn': ['Introduction to AR & VR', 'Spark AR', 'Publishing filters', 'Trackers', 'Animation'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Live instructor led classes', 'Completion certificate'], 'language': 'English'}}]","[{'_id': '62221277760e3e01fdf81a69', 'name': 'Monal Kumar', 'description': 'Monal Kumar is a data scientist and instructor working at iNeuron having 2+ years of total experience in both service and product-based organisations. He is specialised in Deep Learning, Computer vision and Image processing.  Previously, he held positions as a support configurator at Wipro Technologies and as a Deep Learning researcher at Harptec Research. Offering the finest possible services to his clients. In addition to his primary job function, he is recognised for his creativity and ideas that change the nature of the existing problem.', 'img': {'source': 'bucket', 'link': '62221277760e3e01fdf81a69.jpg'}}]","{'IN': 7080, 'US': 99, 'isFree': False}",
Power BI Foundations,623deb9651d158ef56de560a,main,[],,self-paced,62cd977d53f5fe167f6b9b04,{'keywords': 'Power BI Live Class'},"Power BI is a luxury tool in the hands of businesses overwhelmed by the amount of data they have on hand, and we don't have any other cost-effective way to pull insights than it until now. As a result, power BI swiftly establishes itself as the world's most powerful self-service business intelligence platform and an indispensable tool for both data pros and beginners.",,,,[],2022-03-25T16:19:34.473Z,623deb9651d158ef56de560a.jpg,"[{'instructors': ['618cd256fa82c64f0069ae0d'], 'overview': {'learn': ['Creating Reports', 'Visualization', 'Real-time insights', 'Dashboarding', 'Business intelligence workflow'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '618cd256fa82c64f0069ae0d', 'name': 'Jayant Topnani', 'social': {'linkedin': 'https://www.linkedin.com/in/jayant-topnani-72653912b', 'youtube': 'https://www.youtube.com/channel/UCdBhYFQfpwgo3pfqXN2dGhA'}, 'description': 'Having 2+ years teaching experience and have mentored \nstudents online & offline across all boards.', 'img': {'source': 'bucket', 'link': 'Jayant.png'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Foundations of English Language,623de25e51d1582ddbde54f9,main,[],,self-paced,62cda3e553f5febceb6b9bb0,{'keywords': 'Foundations of English Language'},"This course has been designed for learners of all ages, who would like to enhance their grammar and writing abilities to prepare for a high-school, college, or job-related English assessment, as well as anyone who would like to update & strengthen the grammar and writing skills. Listening, speaking, reading, writing, grammar, and vocabulary all will improve as a result of this course. The skills are often blended together, even if they are not always taught individually. It will help you improve your speaking proficiency and polish your speaking as well as writing skills, which are essential for academic and professional success.",,,,[],2022-03-25T15:40:14.618Z,623de25e51d1582ddbde54f9.jpg,"[{'instructors': ['62264c53760e3e27bcf86b75'], 'overview': {'learn': ['Significance of English Language', 'The Sentence', 'Parts of Speech', 'Subject Verb Agreement', 'Tenses', 'Vowels, Consonants and Articles', 'Punctuation marks', 'Suffix and Prefix', 'Sentence Structure', 'Active and Passive Voice', 'Direct and Indirect Speech', 'Reading comprehension', 'Odd one out', 'Figures of Speech'], 'requirements': ['System with Internet Connection', 'Interest to learn', 'Dedication'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '62264c53760e3e27bcf86b75', 'name': 'Dr Nishtha Jain', 'description': 'I am a doctor by profession but a teacher by passion. I have been into the teaching profession for the last 3 years. I have been and am still a mentor for various courses which include technical as well as non-technical ones. These include MS-Excel, Tableau, Computer basics, Biology, English, etc. I love to learn, explore and share my knowledge to whatever extent possible. Being an ardent educator, I have always helped all my students and will continue to do the same.', 'img': {'source': 'bucket', 'link': '62264c53760e3e27bcf86b75.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/dr-nishtha-jain-ab6b441a5', 'youtube': ''}}]","{'IN': 7080, 'US': 99, 'isFree': False, 'discount': 0}","{'bundleName': 'Kids Neuron', 'bundleId': '61fb9d257143b1d6b7b6e4f1'}"
Android Programming with Machine Learning Apps,623c5b768af2b9e5f26a43a3,main,[],,self-paced,62cd99e753f5fec54a6b9b23,{'keywords': 'Android Programming with Machine Learning Apps'},"Learning Android Development with Machine Learning will look great on any Android developer's CV. Machine Learning is a kind of Artificial Intelligence (AI) that allows the software to learn, explore, and predict outcomes without the need for human intervention. Machine learning has been employed in a variety of industries, and it is currently being actively used in the creation of mobile applications. Machine learning algorithms can analyse specific user activity patterns and respond to search queries with ideas and recommendations. This course will teach you how to use Android with Machine Learning .",,,,[],2022-03-24T11:52:23.905Z,623c5b768af2b9e5f26a43a3.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['Android Studio fundamentals', 'Theme customization', 'Buttons and toasts', 'Fully customized Gradles', 'Android elements and components', 'SQLite database', 'JSON and APIs', 'Firebase', 'Machine Learning in Android', 'Various projects'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Pro Backend Developer,623c55528af2b937316a3de9,main,[],,self-paced,62cd98c753f5fe24956b9b11,{'keywords': 'Pro Backend Developer'},"This course is tiled pro for a reason. In this practical hands-on course, you will learn how to build complex backend applications that can be used for any web or mobile application. Your REST API will be in production with docs, social logins, images, authentications, mail and, much more. This is a true pro backend course.",,,,[],2022-03-24T11:26:12.404Z,623c55528af2b937316a3de9.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['MongoDB', 'Heroku Cloud', 'Swagger', 'Authentication', 'File,image and form handling', 'MORGAN and razorpay', 'Configs and imports', 'Controllers and routes'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Android Chat app with FireBase,623c477e8af2b967a56a3cb1,main,[],,self-paced,62cd99e753f5fec54a6b9b23,{'keywords': 'Android Chat app with FireBase CodeAndy'},"If you are an Android developer, but you have not yet created an Android chat app, then you're losing out on the actual excitement of development. Real-time messaging, which is at the heart of every real-time application, is another feature of chat applications. You may have seen and used a variety of different Android chat applications and longed to have your own.  Take a closer look at how Firebase is used to develop an excellent full-stack Android chat app. This course will walk you through the whole process of creating a feature-rich Android chat app.",,,,[],2022-03-24T10:27:11.028Z,623c477e8af2b967a56a3cb1.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['Screen Designing', 'Firebase data authentication', 'Email and password validation', 'Kill switch', 'Chat activity layout', 'Custom adapters for chat applications', 'Firebase event listeners', 'Debugging', 'Handling Gradles', 'Phone verification integration'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
AWS Architect for Real World,623c41a38af2b9f05e6a39c5,main,[],[],self-paced,62cd9e0a53f5fe84f96b9b5f,{'keywords': 'AWS Architect for Real World'},"This Amazon AWS course will take you from AWS fundamentals to being a professional AWS cloud practitioner. From foundations to advanced topics, you will master general cloud computing principles and AWS. There are many hands-on activities that you may do with an Amazon Web Services (AWS) free tier account to gain expertise.  This is the greatest approach to getting started if you want to get into a high-paying profession working with cloud computing services. You'll go from beginning to advanced ideas, with lots of opportunities to put what you've learned into practice.In addition, you'll learn about the basics of AWS cloud migration, articulate the financial benefits of the AWS cloud for your organization's cost management, and define the core billing, account management, and pricing models.","{'IN': None, 'US': None, 'isFree': False}",,{},[],2022-03-24T10:02:13.781Z,623c41a38af2b9f05e6a39c5.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['AWS fundamentals', 'S3 buckets', 'Lambda functions', 'SES', 'API gateways', 'Load balancing', 'Migration', 'Container services', 'AWS serverless'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practicals on AWS', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Complete ReactJS Developer Bootcamp,623c3bb08af2b99f7f6a37c3,main,[],,self-paced,62cd991a53f5fe0df66b9b18,{'keywords': 'Complete ReactJS developer Bootcamp'},"This course will teach you React.js in a hands-on manner, utilizing all of the most up-to-date patterns and best practices. To become a React.js developer, you will master all of the foundations as well as advanced ideas and associated subjects. This course will provide you with a wealth of essential material and expertise, whether you are new to React or have some basic React experience.",,,,[],2022-03-24T09:36:50.088Z,623c3bb08af2b99f7f6a37c3.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['React templates', 'React states', 'React hooks', 'React context API', 'Firebase integration', 'Redux Apps'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Complete Bootstrap - 5 Projects,623c30e98af2b948ce6a35d3,main,[],[],self-paced,62cd994c53f5fe16556b9b1c,{'keywords': 'Complete Bootstrap - 5 Projects'},"This course will take you from having no prior knowledge of Bootstrap to mastering all of the utilities, components, widgets, and grids, as well as designing real-world themes and websites. This project-oriented course does not need prior knowledge of Bootstrap. Upon successful completion of this course, you will be able to build responsive and interactive websites and beautiful static pages using the Bootstrap framework. So hurry up and enroll now to start a successful career as a front-end web developer. Our Complete Bootstrap - 5 Projects course is perfect for both beginners and experienced web developers looking to upgrade their skills. In this project-oriented course, you'll learn about Bootstrap integration and typography, buttons, breakpoints, utilities, team pages, navbars, flexboxes, forms, modals, and custom cards. You'll also develop practical skills by working on five real-world projects.

You don't need any prior knowledge of Bootstrap to enroll in this course. We'll take you from beginner to expert level by teaching you all of the utilities, components, widgets, and grids, as well as designing real-world themes and websites using the Bootstrap framework.

To enroll in this course, you'll need a system with a minimum i3 processor or better, at least 4 GB of RAM, a working internet connection, and dedication to learn. By the end of this course, you'll have the skills to build responsive and interactive websites, as well as beautiful static pages using the Bootstrap framework. Enroll now and start your journey to becoming a successful front-end web developer.","{'IN': None, 'US': None, 'isFree': False}",,{},[],2022-03-24T08:50:50.617Z,623c30e98af2b948ce6a35d3.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['Bootstrap Integration and typography', 'Buttons, breakpoints and utilities', 'Team pages', 'Navbars', 'Flexboxes', 'Forms', 'Modals', 'Custom cards'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Django Course,623c24158af2b966986a34a2,main,[],,self-paced,62cd994253f5fe4e456b9b1b,{'keywords': 'Django Course'},"The most widely used Python web development framework is Django. Django is a Python framework that covers all elements of web development, from handling requests and answers to creating dynamic HTML pages using templates and making database access and maintenance simple. This course has it all baked in, and it's all covered in excellent depth. Django is taught from the ground up in this course. We'll start from the beginning and work our way up, learning how to construct Django projects, execute them, and add functionality step by step.",,,,[],2022-03-24T07:56:06.127Z,623c24158af2b966986a34a2.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['Webpages in Django', 'Admin control', 'Sliders', 'Search fields', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
Back-end development with Django-8 Projects,623c23018af2b96e4b6a33c0,main,[],,self-paced,62cd994253f5fe4e456b9b1b,{'keywords': 'Back-end development with Django-8 Projects'},"The most widely used Python web development framework is Django. Django is a Python framework that covers all elements of web development, from handling requests and answers to creating dynamic HTML pages using templates and making database access and maintenance simple. This course has it all baked in, and it's all covered in excellent depth. Django is taught from the ground up in this course. We'll start from the beginning and work our way up, learning how to construct Django projects, execute them, and add functionality step by step.",,,,[],2022-03-24T07:51:30.912Z,623c23018af2b96e4b6a33c0.jpg,"[{'instructors': ['6214b211d46987858c2146eb'], 'overview': {'learn': ['Webpages in Django', 'Admin control', 'Sliders', 'Search feilds', 'Navbars', 'Components', 'User authentication', 'Facebook and Google authentication', 'Django message frameworks', 'Django contact forms'], 'requirements': ['System with minimum i3 processor or better', 'At least 4 GB of RAM', 'Working internet connection', 'Dedication to learn'], 'features': ['Course material', 'Course resources', 'On demand recorded videos', 'Practical exercises', 'Quizzes', 'Assignments', 'Course completion certificate'], 'language': 'English'}}]","[{'_id': '6214b211d46987858c2146eb', 'name': 'Hitesh Choudhary', 'description': 'I like to make videos related to code and tech in my free time. I also lead a few tech teams in startups, help in hiring talent for companies. I am also on a part time traveller, with 31 countries checked off so far!', 'img': {'source': 'bucket', 'link': 'HITESH CHOUDHARY.jpg'}, 'social': {'linkedin': 'https://www.linkedin.com/in/hiteshchoudhary/', 'youtube': 'https://www.youtube.com/c/HiteshChoudharydotcom'}}]","{'IN': 25000, 'US': 315, 'discount': 0, 'isFree': False}","{'bundleName': 'Tech Neuron', 'bundleId': '6187abaa15495237705219ee'}"
